"code_commune","annee_etablissement","nb_dpe","nb_passoires","nb_logements_performants","nb_etiquette_a","nb_etiquette_b","nb_etiquette_c","nb_etiquette_d","nb_etiquette_e","nb_etiquette_f","nb_etiquette_g","conso_ep_moyenne","conso_ep_mediane","emission_ges_moyenne","surface_moyenne_m2","cout_annuel_moyen_eur","taux_passoires_pct","taux_performants_pct","nom_commune","code_departement","code_region","centroide_x_lambert93","centroide_y_lambert93","latitude","longitude"
"90089",2025,42,5,4,0,4,10,16,7,3,2,214.1,200.9,21.8,102.5,2373,11.9,9.52,"Rougemont-le-Château","90",27,997135.2521428574,6744727.6825,47.735768,6.966039
"90089",2026,24,11,1,0,1,4,6,2,2,9,306.5,249.1,49.9,87,3265,45.83,4.17,"Rougemont-le-Château","90",27,997135.2521428574,6744727.6825,47.735768,6.966039
"90090",2024,6,2,0,0,0,1,2,1,1,1,283.5,261.2,37,123.9,3089,33.33,0,"Saint-Dizier-l'Évêque","90",27,998189.6072727273,6715372.988181818,47.471399,6.960453
"90090",2025,6,1,1,0,1,1,2,1,0,1,238.4,210.7,9,120.3,2763,16.67,16.67,"Saint-Dizier-l'Évêque","90",27,998189.6072727273,6715372.988181818,47.471399,6.960453
"90090",2026,4,1,0,0,0,0,3,0,1,0,226.8,221,8,148,3932,25,0,"Saint-Dizier-l'Évêque","90",27,998189.6072727273,6715372.988181818,47.471399,6.960453
"90091",2024,12,2,2,2,0,2,2,4,1,1,212,216.4,28.3,112.5,2072,16.67,16.67,"Saint-Germain-le-Châtelet","90",27,996808.74,6740740.113,47.70007,6.959022
"90091",2025,16,4,1,1,0,8,2,1,2,2,232.2,142.8,32,77,2352,25,6.25,"Saint-Germain-le-Châtelet","90",27,996808.74,6740740.113,47.70007,6.959022
"90091",2026,4,1,0,0,0,2,1,0,1,0,218.3,195.7,26,179,3439,25,0,"Saint-Germain-le-Châtelet","90",27,996808.74,6740740.113,47.70007,6.959022
"90093",2024,13,4,1,0,1,1,3,4,3,1,288.9,277.5,26.8,107.1,2449,30.77,7.69,"Sermamagny","90",27,987319.5268421053,6739156.628421054,47.690047,6.831627
"90093",2025,13,2,0,0,0,2,6,3,1,1,261.5,222.8,43.7,89.6,2549,15.38,0,"Sermamagny","90",27,987319.5268421053,6739156.628421054,47.690047,6.831627
"90093",2026,10,1,1,0,1,1,4,3,1,0,238.2,241.9,23,132.2,2720,10,10,"Sermamagny","90",27,987319.5268421053,6739156.628421054,47.690047,6.831627
"90094",2024,27,0,0,0,0,15,10,2,0,0,231.7,217.7,11.5,27.6,712,0,0,"Sevenans","90",27,990404.2915714291,6727763.317428573,47.586265,6.865267
"90094",2025,52,4,0,0,0,13,34,1,2,2,211.8,196.6,32.2,29.7,864,7.69,0,"Sevenans","90",27,990404.2915714291,6727763.317428573,47.586265,6.865267
"90094",2026,55,0,1,1,0,52,2,0,0,0,191.3,195,6.6,25.5,610,0,1.82,"Sevenans","90",27,990404.2915714291,6727763.317428573,47.586265,6.865267
"90095",2024,11,3,1,0,1,2,2,3,2,1,241.3,224.8,36.3,115.4,2409,27.27,9.09,"Suarce","90",27,1006943.6875000001,6725937.087499999,47.562357,7.083768
"90095",2025,8,1,2,0,2,1,2,2,1,0,206.1,210.4,30.4,129.3,2833,12.5,25,"Suarce","90",27,1006943.6875000001,6725937.087499999,47.562357,7.083768
"90095",2026,3,0,0,0,0,1,2,0,0,0,163,172,16.9,110,1959,0,0,"Suarce","90",27,1006943.6875000001,6725937.087499999,47.562357,7.083768
"90096",2024,4,0,1,1,0,1,0,2,0,0,196.1,216.8,5.8,146.9,2151,0,25,"Thiancourt","90",27,1000181.7233333333,6721212.048333333,47.522991,6.990783
"90096",2025,6,1,0,0,0,2,2,1,0,1,251.8,201.8,36.4,103.4,2971,16.67,0,"Thiancourt","90",27,1000181.7233333333,6721212.048333333,47.522991,6.990783
"90096",2026,3,2,0,0,0,0,1,0,2,0,242.4,248.1,57.8,88.5,2930,66.67,0,"Thiancourt","90",27,1000181.7233333333,6721212.048333333,47.522991,6.990783
"90097",2024,32,2,5,3,2,11,7,7,2,0,189.4,173.3,21.5,90.4,1433,6.25,15.63,"Trévenans","90",27,990301.0804166665,6725736.910416667,47.568092,6.862578
"90097",2025,32,2,2,0,2,12,8,8,1,1,197.1,184,32.2,106,2272,6.25,6.25,"Trévenans","90",27,990301.0804166665,6725736.910416667,47.568092,6.862578
"90097",2026,21,1,4,3,1,3,10,3,0,1,196.8,215,8.9,102.5,2197,4.76,19.05,"Trévenans","90",27,990301.0804166665,6725736.910416667,47.568092,6.862578
"90098",2024,4,2,0,0,0,1,0,1,0,2,351.6,353.9,29.4,78,2268,50,0,"Urcerey","90",27,986123.1025,6729995.6425,47.608207,6.809807
"90098",2025,7,0,0,0,0,2,2,3,0,0,218.8,230.6,26.4,127.9,3311,0,0,"Urcerey","90",27,986123.1025,6729995.6425,47.608207,6.809807
"90098",2026,3,1,0,0,0,0,1,1,1,0,286.6,268,78.1,123.9,4719,33.33,0,"Urcerey","90",27,986123.1025,6729995.6425,47.608207,6.809807
"90099",2024,312,39,1,0,1,42,88,142,29,10,250.1,252.3,44.6,68.4,1460,12.5,0.32,"Valdoie","90",27,988260.9702071004,6736694.007455623,47.667496,6.842565
"90099",2025,322,32,8,2,6,121,115,46,22,10,200.5,175.5,31.5,75.2,1687,9.94,2.48,"Valdoie","90",27,988260.9702071004,6736694.007455623,47.667496,6.842565
"90099",2026,86,9,1,0,1,29,37,10,5,4,212.8,200.5,34.1,68.3,1788,10.47,1.16,"Valdoie","90",27,988260.9702071004,6736694.007455623,47.667496,6.842565
"90100",2024,5,1,1,1,0,1,2,0,0,1,205.6,163.7,35.7,98.7,1804,20,20,"Vauthiermont","90",27,1002350.566,6739320.137999999,47.684783,7.031849
"90100",2025,5,1,1,0,1,3,0,0,0,1,167.9,119.7,26,104,2099,20,20,"Vauthiermont","90",27,1002350.566,6739320.137999999,47.684783,7.031849
"90100",2026,6,1,0,0,0,2,1,2,1,0,219.2,232.2,51.3,146.3,3726,16.67,0,"Vauthiermont","90",27,1002350.566,6739320.137999999,47.684783,7.031849
"90101",2024,2,1,0,0,0,1,0,0,0,1,310.6,310.6,76.8,130.3,2869,50,0,"Vellescot","90",27,1001668.1775,6726913.08,47.573565,7.014361
"90101",2026,5,1,1,0,1,1,0,2,0,1,274.4,313.7,40.6,106.5,2741,20,20,"Vellescot","90",27,1001668.1775,6726913.08,47.573565,7.014361
"90102",2024,11,3,1,1,0,0,4,3,1,2,294.9,244.5,45.3,126.8,2947,27.27,9.09,"Vescemont","90",27,988192.3233333334,6745852.474999999,47.74986,6.847595
"90102",2025,10,3,0,0,0,3,4,0,1,2,284.8,200.3,29,152.4,3502,30,0,"Vescemont","90",27,988192.3233333334,6745852.474999999,47.74986,6.847595
"90102",2026,1,1,0,0,0,0,0,0,1,0,341.1,341.1,,38,884,100,0,"Vescemont","90",27,988192.3233333334,6745852.474999999,47.74986,6.847595
"90103",2024,16,0,0,0,0,7,6,3,0,0,190.6,194.1,29.6,152.6,3330,0,0,"Vétrigne","90",27,992097.8857142858,6736837.297142856,47.667093,6.893723
"90103",2025,6,0,0,0,0,2,2,2,0,0,204.4,191,20.9,113,2666,0,0,"Vétrigne","90",27,992097.8857142858,6736837.297142856,47.667093,6.893723
"90103",2026,5,1,0,0,0,2,1,1,1,0,211.7,193,39.2,101.7,1966,20,0,"Vétrigne","90",27,992097.8857142858,6736837.297142856,47.667093,6.893723
"90104",2024,24,1,8,5,3,6,5,4,1,0,150.5,133.9,21.2,104.5,1672,4.17,33.33,"Vézelois","90",27,994409.536,6730294.609,47.607245,6.920161
"90104",2025,14,6,1,1,0,3,3,1,3,3,253.8,211.6,44.1,96.3,2939,42.86,7.14,"Vézelois","90",27,994409.536,6730294.609,47.607245,6.920161
"90104",2026,17,1,5,4,1,4,5,2,1,0,157.3,131,19.3,102.1,1964,5.88,29.41,"Vézelois","90",27,994409.536,6730294.609,47.607245,6.920161
"90105",2024,3,0,0,0,0,0,1,2,0,0,256.8,271.7,14.9,126.5,2352,0,0,"Villars-le-Sec","90",27,1000606.74,6713645.335,47.454772,6.991344
"90105",2025,1,0,0,0,0,1,0,0,0,0,174,174,6.1,143.2,1981,0,0,"Villars-le-Sec","90",27,1000606.74,6713645.335,47.454772,6.991344
"90105",2026,1,0,1,1,0,0,0,0,0,0,63,63,2,187,1108,0,100,"Villars-le-Sec","90",27,1000606.74,6713645.335,47.454772,6.991344
"91001",2024,9,1,1,1,0,3,2,2,1,0,202.8,193.5,16.1,116,1801,11.11,11.11,"Abbéville-la-Rivière","91",11,638748.89,6803847.946666666,48.332064,2.173521
"91001",2025,9,2,0,0,0,1,2,4,0,2,290.8,272.4,11.5,88.3,2682,22.22,0,"Abbéville-la-Rivière","91",11,638748.89,6803847.946666666,48.332064,2.173521
"91001",2026,8,1,2,0,2,0,4,1,1,0,203.8,219,32.9,131.7,2721,12.5,25,"Abbéville-la-Rivière","91",11,638748.89,6803847.946666666,48.332064,2.173521
"91016",2024,169,28,2,0,2,65,42,32,16,12,221.6,213.1,21,69.2,1388,16.57,1.18,"Angerville","91",11,625800.1759090909,6801770.151363635,48.312023,1.999172
"91016",2025,187,31,1,0,1,84,48,23,22,9,215.5,185.2,24.8,70.8,1763,16.58,0.53,"Angerville","91",11,625800.1759090909,6801770.151363635,48.312023,1.999172
"91016",2026,74,12,1,0,1,15,31,15,8,4,251.3,222,19.3,69.3,1868,16.22,1.35,"Angerville","91",11,625800.1759090909,6801770.151363635,48.312023,1.999172
"91017",2024,20,2,0,0,0,4,8,6,0,2,242.5,209.8,21.4,114.3,2308,10,0,"Angervilliers","91",11,631116.6645833334,6832883.246428572,48.592489,2.065911
"91017",2025,28,6,2,1,1,6,10,4,5,1,228.6,227.1,22.3,88.6,2124,21.43,7.14,"Angervilliers","91",11,631116.6645833334,6832883.246428572,48.592489,2.065911
"91017",2026,23,5,0,0,0,4,10,4,3,2,251.4,238.6,32.1,104.1,2749,21.74,0,"Angervilliers","91",11,631116.6645833334,6832883.246428572,48.592489,2.065911
"91021",2024,960,53,83,4,79,476,254,94,37,16,159.2,115.8,22.2,62.7,942,5.52,8.65,"Arpajon","91",11,644422.4735551327,6832349.424030417,48.588966,2.246401
"91021",2025,787,47,10,2,8,331,296,103,32,15,191.1,165.9,25,62.4,1249,5.97,1.27,"Arpajon","91",11,644422.4735551327,6832349.424030417,48.588966,2.246401
"91021",2026,215,15,13,6,7,75,79,33,9,6,206.8,191,20.2,62,1345,6.98,6.05,"Arpajon","91",11,644422.4735551327,6832349.424030417,48.588966,2.246401
"91022",2024,2,0,0,0,0,0,2,0,0,0,192.8,192.8,7,111.7,1782,0,0,"Arrancourt","91",11,,,,
"91022",2025,2,0,0,0,0,1,1,0,0,0,147.4,147.4,5.5,203.4,3509,0,0,"Arrancourt","91",11,,,,
"91027",2024,2564,245,26,4,22,1562,546,185,187,58,169.7,139,27.7,65.5,1041,9.56,1.01,"Athis-Mons","91",11,654718.1231895997,6845350.095021065,48.706703,2.384624
"91027",2025,2981,127,21,4,17,1967,644,222,86,41,151.5,119.6,25.2,65,1027,4.26,0.7,"Athis-Mons","91",11,654718.1231895997,6845350.095021065,48.706703,2.384624
"91027",2026,569,163,5,2,3,181,139,81,140,23,268.2,228,47.4,56.3,1389,28.65,0.88,"Athis-Mons","91",11,654718.1231895997,6845350.095021065,48.706703,2.384624
"91035",2024,18,3,1,0,1,7,5,2,0,3,222.7,196.6,16.2,106.8,2185,16.67,5.56,"Authon-la-Plaine","91",11,622948.9791666666,6817233.666666667,48.4508,1.957967
"91035",2025,8,2,1,1,0,1,3,1,2,0,240,231.2,28.2,156.2,4422,25,12.5,"Authon-la-Plaine","91",11,622948.9791666666,6817233.666666667,48.4508,1.957967
"91035",2026,5,2,0,0,0,0,2,1,2,0,280.7,210,28.4,133.8,4461,40,0,"Authon-la-Plaine","91",11,622948.9791666666,6817233.666666667,48.4508,1.957967
"91037",2024,5,1,0,0,0,0,3,1,0,1,238.5,196.5,48.4,135.2,3778,20,0,"Auvernaux","91",11,530016.7087844,5460375.6477478,,
"91037",2025,10,0,0,0,0,4,5,1,0,0,193.4,176.7,12.4,89.5,1946,0,0,"Auvernaux","91",11,530016.7087844,5460375.6477478,,
"91037",2026,5,0,0,0,0,1,2,2,0,0,218.2,202,24.5,122.2,2455,0,0,"Auvernaux","91",11,530016.7087844,5460375.6477478,,
"91038",2024,26,6,0,0,0,13,4,3,4,2,231.8,180.7,21.3,107.9,2325,23.08,0,"Auvers-Saint-Georges","91",11,641974.89125,6821068.455,48.487277,2.214736
"91038",2025,37,5,0,0,0,11,16,5,4,1,230.2,208.7,18.6,71.4,1811,13.51,0,"Auvers-Saint-Georges","91",11,641974.89125,6821068.455,48.487277,2.214736
"91038",2026,21,3,2,0,2,8,6,2,2,1,217.9,202,24.9,90.7,1953,14.29,9.52,"Auvers-Saint-Georges","91",11,641974.89125,6821068.455,48.487277,2.214736
"91041",2024,12,0,0,0,0,4,6,2,0,0,199.5,193.9,15.3,99,1590,0,0,"Avrainville","91",11,644434.578125,6829386.49,48.562316,2.246948
"91041",2025,20,0,2,1,1,6,8,4,0,0,188.1,174.6,19,122.8,2592,0,10,"Avrainville","91",11,644434.578125,6829386.49,48.562316,2.246948
"91041",2026,10,1,0,0,0,3,1,5,1,0,252.2,284,20.3,136.1,3934,10,0,"Avrainville","91",11,644434.578125,6829386.49,48.562316,2.246948
"91044",2024,215,6,55,0,55,49,83,22,3,3,170.5,169,21.5,70.9,1184,2.79,25.58,"Ballainvilliers","91",11,647889.1195454551,6841707.361666668,48.673425,2.292267
"91044",2025,164,6,0,0,0,90,46,22,4,2,182.6,155.6,24.6,75.6,1468,3.66,0,"Ballainvilliers","91",11,647889.1195454551,6841707.361666668,48.673425,2.292267
"91044",2026,75,4,3,1,2,27,31,10,4,0,184.5,166.8,23.3,74.4,1460,5.33,4,"Ballainvilliers","91",11,647889.1195454551,6841707.361666668,48.673425,2.292267
"91045",2024,361,38,8,5,3,216,56,43,18,20,186.6,146.7,29.1,72.8,1352,10.53,2.22,"Ballancourt-sur-Essonne","91",11,653989.9414583329,6825259.094166666,48.525938,2.376883
"91045",2025,473,78,6,3,3,98,220,71,72,6,226.9,209,33.7,66.6,1555,16.49,1.27,"Ballancourt-sur-Essonne","91",11,653989.9414583329,6825259.094166666,48.525938,2.376883
"91045",2026,103,16,8,3,5,31,30,18,8,8,228.6,208,27.2,81.2,1940,15.53,7.77,"Ballancourt-sur-Essonne","91",11,653989.9414583329,6825259.094166666,48.525938,2.376883
"91047",2024,41,3,3,0,3,9,14,12,3,0,223.9,223,24.8,81,1703,7.32,7.32,"Baulne","91",11,652363.5866860467,6821290.958837211,48.490125,2.355297
"91047",2025,88,7,4,0,4,46,25,6,4,3,169.9,149.9,20.1,73,1465,7.95,4.55,"Baulne","91",11,652363.5866860467,6821290.958837211,48.490125,2.355297
"91047",2026,23,0,1,0,1,6,11,5,0,0,206.9,215,15.4,75.2,1686,0,4.35,"Baulne","91",11,652363.5866860467,6821290.958837211,48.490125,2.355297
"91064",2024,285,20,4,2,2,105,116,40,13,7,194.8,178.3,28.2,69.6,1289,7.02,1.4,"Bièvres","91",11,642492.7454411762,6851087.637647062,48.757333,2.21772
"91064",2025,190,24,7,3,4,66,61,32,15,9,218,197.3,29.3,73,1789,12.63,3.68,"Bièvres","91",11,642492.7454411762,6851087.637647062,48.757333,2.21772
"91064",2026,111,16,5,1,4,9,65,16,7,9,240.9,210.1,21.2,84.6,2068,14.41,4.5,"Bièvres","91",11,642492.7454411762,6851087.637647062,48.757333,2.21772
"91067",2024,2,0,0,0,0,2,0,0,0,0,170,170,6,117.5,2192,0,0,"Blandy","91",11,644899.23,6801673.29,48.313049,2.25678
"91067",2025,4,1,1,0,1,0,0,2,0,1,291.5,302.7,10,108.9,3175,25,25,"Blandy","91",11,644899.23,6801673.29,48.313049,2.25678
"91067",2026,1,0,0,0,0,0,1,0,0,0,244,244,,59.1,1621,0,0,"Blandy","91",11,644899.23,6801673.29,48.313049,2.25678
"91069",2024,12,5,0,0,0,0,2,5,2,3,337.2,295.6,42.9,81.2,2920,41.67,0,"Boigneville","91",11,653457.1085714286,6803797.625714285,48.33283,2.371979
"91069",2025,26,6,0,0,0,1,14,5,3,3,286.9,244.5,29,95,3055,23.08,0,"Boigneville","91",11,653457.1085714286,6803797.625714285,48.33283,2.371979
"91069",2026,9,3,0,0,0,2,2,2,1,2,329.7,255,8.8,97.3,2935,33.33,0,"Boigneville","91",11,653457.1085714286,6803797.625714285,48.33283,2.371979
"91075",2024,2,0,0,0,0,1,0,1,0,0,250.5,250.5,9.5,69.3,1329,0,0,"Bois-Herpin","91",11,,,,
"91075",2025,1,0,0,0,0,0,1,0,0,0,230.2,230.2,9,166,4101,0,0,"Bois-Herpin","91",11,,,,
"91075",2026,2,0,0,0,0,0,1,1,0,0,242,242,9,85.4,2252,0,0,"Bois-Herpin","91",11,,,,
"91079",2024,9,3,2,2,0,2,2,0,3,0,224.6,205.7,22.4,105.8,2105,33.33,22.22,"Boissy-la-Rivière","91",11,637231.63,6809242.44,48.38045,2.152268
"91079",2025,15,0,1,1,0,2,6,6,0,0,201.2,200.8,35.7,137.6,3116,0,6.67,"Boissy-la-Rivière","91",11,637231.63,6809242.44,48.38045,2.152268
"91079",2026,7,2,3,0,3,0,1,1,1,1,225.9,188,23,170.7,4520,28.57,42.86,"Boissy-la-Rivière","91",11,637231.63,6809242.44,48.38045,2.152268
"91080",2024,29,3,1,0,1,5,15,5,2,1,228.6,218.5,22.9,82.5,1666,10.34,3.45,"Boissy-le-Cutté","91",11,647030.4482142858,6819124.458571429,48.470222,2.283389
"91080",2025,33,3,1,1,0,7,14,8,2,1,243.9,229.1,16.2,88.5,2050,9.09,3.03,"Boissy-le-Cutté","91",11,647030.4482142858,6819124.458571429,48.470222,2.283389
"91080",2026,8,0,1,0,1,4,3,0,0,0,167.6,160,17.9,109.9,1949,0,12.5,"Boissy-le-Cutté","91",11,647030.4482142858,6819124.458571429,48.470222,2.283389
"91081",2024,17,3,1,0,1,2,5,6,1,2,243.1,232.2,31.6,142.8,3378,17.65,5.88,"Boissy-le-Sec","91",11,632608.5975,6820732.4799999995,48.483349,2.088044
"91081",2025,14,2,0,0,0,3,6,3,2,0,233.4,217.8,24.6,158.3,3679,14.29,0,"Boissy-le-Sec","91",11,632608.5975,6820732.4799999995,48.483349,2.088044
"91081",2026,4,0,0,0,0,1,2,1,0,0,208,190,19.3,115,2694,0,0,"Boissy-le-Sec","91",11,632608.5975,6820732.4799999995,48.483349,2.088044
"91085",2024,134,8,7,4,3,56,54,9,6,2,179.1,170.7,23.6,75.7,1415,5.97,5.22,"Boissy-sous-Saint-Yon","91",11,641806.4097413792,6829016.06724138,48.558753,2.211382
"91085",2025,76,6,2,0,2,19,36,13,3,3,216.7,199.7,17.1,81.4,1798,7.89,2.63,"Boissy-sous-Saint-Yon","91",11,641806.4097413792,6829016.06724138,48.558753,2.211382
"91085",2026,55,4,4,2,2,9,30,8,2,2,213.9,223,24.5,90.2,2129,7.27,7.27,"Boissy-sous-Saint-Yon","91",11,641806.4097413792,6829016.06724138,48.558753,2.211382
"91086",2024,712,4,175,27,148,379,120,34,4,0,136.8,123.3,14.1,69.3,939,0.56,24.58,"Bondoufle","91",11,654062.8051765541,6834967.226892647,48.613269,2.376832
"91086",2025,563,6,56,5,51,160,312,29,6,0,173.7,178.9,23.5,75.4,1422,1.07,9.95,"Bondoufle","91",11,654062.8051765541,6834967.226892647,48.613269,2.376832
"91086",2026,171,5,22,3,19,67,71,6,4,1,166,158,22.4,85.9,1580,2.92,12.87,"Bondoufle","91",11,654062.8051765541,6834967.226892647,48.613269,2.376832
"91093",2024,6,0,1,1,0,3,2,0,0,0,162.1,162.9,6.1,100.1,1498,0,16.67,"Boullay-les-Troux","91",11,630031.195,6842047.376363636,48.674797,2.049698
"91093",2025,12,0,7,0,7,3,2,0,0,0,113.4,100.9,8.5,124.8,1617,0,58.33,"Boullay-les-Troux","91",11,630031.195,6842047.376363636,48.674797,2.049698
"91093",2026,5,1,0,0,0,1,3,0,0,1,258.9,206.5,33.5,187.9,6701,20,0,"Boullay-les-Troux","91",11,630031.195,6842047.376363636,48.674797,2.049698
"91095",2024,41,3,2,1,1,9,21,6,1,2,215.1,211.6,20.3,88.3,1766,7.32,4.88,"Bouray-sur-Juine","91",11,647898.705,6824573.91,48.519313,2.294476
"91095",2025,55,3,0,0,0,23,17,12,2,1,207.9,193.3,20.3,77.5,1771,5.45,0,"Bouray-sur-Juine","91",11,647898.705,6824573.91,48.519313,2.294476
"91095",2026,26,2,3,3,0,6,12,3,1,1,210.3,215.5,18.6,103.6,1955,7.69,11.54,"Bouray-sur-Juine","91",11,647898.705,6824573.91,48.519313,2.294476
"91097",2024,393,23,15,3,12,54,257,44,14,9,203.2,185.2,38.1,64.4,1127,5.85,3.82,"Boussy-Saint-Antoine","91",11,665838.4716666667,6843457.826666667,48.690368,2.535895
"91097",2025,244,30,7,0,7,125,47,35,22,8,196.9,151.5,33.9,70.3,1462,12.3,2.87,"Boussy-Saint-Antoine","91",11,665838.4716666667,6843457.826666667,48.690368,2.535895
"91097",2026,88,22,1,0,1,28,18,19,17,5,238.4,234,45.7,73.2,1822,25,1.14,"Boussy-Saint-Antoine","91",11,665838.4716666667,6843457.826666667,48.690368,2.535895
"91098",2024,11,0,2,0,2,4,4,1,0,0,161.9,143.4,11.6,127.4,1865,0,18.18,"Boutervilliers","91",11,630139.9303571429,6817368.314285716,48.452826,2.055185
"91098",2025,16,1,3,2,1,8,3,1,0,1,156.6,145.3,18.8,123,2006,6.25,18.75,"Boutervilliers","91",11,630139.9303571429,6817368.314285716,48.452826,2.055185
"91098",2026,5,1,0,0,0,3,1,0,1,0,169.8,179,38.7,257.2,4340,20,0,"Boutervilliers","91",11,630139.9303571429,6817368.314285716,48.452826,2.055185
"91099",2024,93,9,2,1,1,37,29,16,7,2,214.3,202.1,17.2,78.5,1590,9.68,2.15,"Boutigny-sur-Essonne","91",11,654011.9480000001,6815096.661,48.43452,2.378265
"91099",2025,73,10,2,1,1,15,25,21,7,3,242.9,234.3,29.1,85.2,2241,13.7,2.74,"Boutigny-sur-Essonne","91",11,654011.9480000001,6815096.661,48.43452,2.378265
"91099",2026,30,4,1,0,1,3,14,8,4,0,236.7,230.5,21.5,99.8,2443,13.33,3.33,"Boutigny-sur-Essonne","91",11,654011.9480000001,6815096.661,48.43452,2.378265
"91100",2024,11,2,2,1,1,3,1,3,2,0,213.3,200.9,20.7,106.5,2064,18.18,18.18,"Bouville","91",11,646308.67,6814860.01,48.4318,2.274155
"91100",2025,8,0,1,1,0,2,3,2,0,0,194.4,198.7,10.6,99,2016,0,12.5,"Bouville","91",11,646308.67,6814860.01,48.4318,2.274155
"91100",2026,4,1,0,0,0,0,3,0,1,0,269.5,247,10.3,77.9,2225,25,0,"Bouville","91",11,646308.67,6814860.01,48.4318,2.274155
"91103",2024,1934,65,106,6,100,972,630,161,42,23,161.1,147.5,25.1,67.6,1024,3.36,5.48,"Brétigny-sur-Orge","91",11,648768.8533941625,6834508.399516426,48.608744,2.305075
"91103",2025,1192,45,68,6,62,555,387,137,30,15,180.3,166.1,24.2,66.4,1301,3.78,5.7,"Brétigny-sur-Orge","91",11,648768.8533941625,6834508.399516426,48.608744,2.305075
"91103",2026,449,18,80,1,79,171,127,53,15,3,175.6,160.1,21.5,69.9,1342,4.01,17.82,"Brétigny-sur-Orge","91",11,648768.8533941625,6834508.399516426,48.608744,2.305075
"91105",2024,440,84,44,5,39,200,67,45,81,3,190.6,137.6,29.2,66.9,1219,19.09,10,"Breuillet","91",11,639278.2400333333,6830514.162444445,48.571996,2.176912
"91105",2025,263,15,80,7,73,48,80,40,10,5,177.1,178.9,23.1,86.7,1774,5.7,30.42,"Breuillet","91",11,639278.2400333333,6830514.162444445,48.571996,2.176912
"91105",2026,143,10,29,3,26,39,44,21,6,4,179.9,162,22.3,85.8,1774,6.99,20.28,"Breuillet","91",11,639278.2400333333,6830514.162444445,48.571996,2.176912
"91106",2024,39,3,1,0,1,21,9,5,1,2,182.6,140.9,22.4,85,1409,7.69,2.56,"Breux-Jouy","91",11,637844.8028571428,6829111.832857143,48.559246,2.157686
"91106",2025,35,10,0,0,0,9,8,8,3,7,269.6,243.6,32,92,2627,28.57,0,"Breux-Jouy","91",11,637844.8028571428,6829111.832857143,48.559246,2.157686
"91106",2026,21,4,1,1,0,5,8,3,3,1,228.4,204.3,27.4,85.9,1947,19.05,4.76,"Breux-Jouy","91",11,637844.8028571428,6829111.832857143,48.559246,2.157686
"91109",2024,10,0,1,0,1,2,5,2,0,0,201.3,215.1,20.9,107.4,1741,0,10,"Brières-les-Scellés","91",11,636294.62,6817738.4,48.456788,2.138362
"91109",2025,13,0,1,1,0,2,4,6,0,0,207.2,214.9,19.9,117.1,2543,0,7.69,"Brières-les-Scellés","91",11,636294.62,6817738.4,48.456788,2.138362
"91109",2026,13,1,1,0,1,5,6,0,0,1,193.1,199,10.7,113.4,2101,7.69,7.69,"Brières-les-Scellés","91",11,636294.62,6817738.4,48.456788,2.138362
"91111",2024,90,12,6,1,5,29,30,13,9,3,221.4,208.6,20.7,94,1859,13.33,6.67,"Briis-sous-Forges","91",11,635550.9881190477,6836440.390571429,48.62494,2.125504
"91111",2025,81,5,17,15,2,18,28,13,2,3,189.7,190.5,19.1,96.8,1968,6.17,20.99,"Briis-sous-Forges","91",11,635550.9881190477,6836440.390571429,48.62494,2.125504
"91111",2026,59,6,3,2,1,14,22,14,3,3,233.6,212.9,18.9,96.7,2318,10.17,5.08,"Briis-sous-Forges","91",11,635550.9881190477,6836440.390571429,48.62494,2.125504
"91112",2024,1,0,0,0,0,1,0,0,0,0,156.9,156.9,5,95.3,1167,0,0,"Brouy","91",11,646467.44,6802123.13,48.317227,2.277876
"91112",2025,2,0,1,0,1,1,0,0,0,0,126.8,126.8,4,137.6,1924,0,50,"Brouy","91",11,646467.44,6802123.13,48.317227,2.277876
"91112",2026,2,0,0,0,0,0,2,0,0,0,189.8,189.8,7.5,107.9,2239,0,0,"Brouy","91",11,646467.44,6802123.13,48.317227,2.277876
"91114",2024,2099,247,8,1,7,779,358,707,181,66,221.7,214.6,41.5,68.3,1468,11.77,0.38,"Brunoy","91",11,663243.79798758,6844102.356608684,48.696022,2.500591
"91114",2025,1173,117,12,3,9,521,245,278,69,48,217,190.3,33.7,70.4,1658,9.97,1.02,"Brunoy","91",11,663243.79798758,6844102.356608684,48.696022,2.500591
"91114",2026,311,51,10,1,9,55,126,69,35,16,240.5,223,36.2,85.2,2127,16.4,3.22,"Brunoy","91",11,663243.79798758,6844102.356608684,48.696022,2.500591
"91115",2024,287,9,5,1,4,211,42,20,6,3,149.3,120.5,24.9,61.4,1016,3.14,1.74,"Bruyères-le-Châtel","91",11,640160.9522368424,6832876.452631576,48.593327,2.188548
"91115",2025,100,7,4,1,3,40,31,18,6,1,194.8,187.6,22.1,80.3,1794,7,4,"Bruyères-le-Châtel","91",11,640160.9522368424,6832876.452631576,48.593327,2.188548
"91115",2026,43,8,0,0,0,14,11,10,7,1,231.9,205.8,21.4,83.9,1874,18.6,0,"Bruyères-le-Châtel","91",11,640160.9522368424,6832876.452631576,48.593327,2.188548
"91121",2024,11,3,1,1,0,3,2,2,2,1,237.1,213,34.9,97.6,2325,27.27,9.09,"Buno-Bonnevaux","91",11,654628.9028571428,6807144.259999999,48.363021,2.387439
"91121",2025,9,2,1,1,0,6,0,0,1,1,201.2,136.3,19.9,132.9,2951,22.22,11.11,"Buno-Bonnevaux","91",11,654628.9028571428,6807144.259999999,48.363021,2.387439
