"code_commune","nom_commune","code_departement","code_region","centroide_x_lambert93","centroide_y_lambert93","nb_points_geocodes_precis","latitude","longitude"
"50442","Le Rozel","50",28,350150.84857142856,6942401.808571428,7,49.484675,-1.829247
"50443","Sacey","50",28,371289.9733333333,6832158.260000001,6,48.506245,-1.452382
"50444","Saint-Amand-Villages","50",28,410869.41333333333,6890100.181111111,9,49.045574,-0.956519
"50445","Saint-André-de-Bohon","50",28,,,0,,
"50446","Saint-André-de-l'Épine","50",28,406685.402,6899713.0200000005,5,49.129995,-1.020367
"50447","Saint-Aubin-des-Préaux","50",28,,,0,,
"50448","Saint-Aubin-de-Terregatte","50",28,383702.2416666667,6839434.599999999,6,48.577778,-1.289944
"50450","Saint-Barthélemy","50",28,409061.592,6850281.859999999,5,48.687118,-0.953954
"50451","Saint-Brice","50",28,383136.745,6853093.265000001,2,48.700178,-1.307695
"50452","Saint-Brice-de-Landelles","50",28,394328.6279999999,6833839.266000001,10,48.532618,-1.14211
"50453","Sainte-Cécile","50",28,392794.0825,6867468.853749999,8,48.833953,-1.187007
"50454","Saint-Christophe-du-Foc","50",28,356225.51,6950386.05,2,49.559609,-1.752222
"50455","Saint-Clair-sur-l'Elle","50",28,406106.985,6906546.035,2,49.191084,-1.033061
"50456","Saint-Clément-Rancoudray","50",28,414105.6845454545,6849018.786363637,11,48.678022,-0.884671
"50457","Sainte-Colombe","50",28,372042.01,6934072.065,2,49.421582,-1.521172
"50461","Saint-Cyr","50",28,,,0,,
"50462","Saint-Cyr-du-Bailleul","50",28,419517.09750000003,6836102.255000001,4,48.564344,-0.802811
"50463","Saint-Denis-le-Gast","50",28,383056.12111111113,6879676.375555556,9,48.938856,-1.32858
"50464","Saint-Denis-le-Vêtu","50",28,378634.39999999997,6885517.736666667,3,48.989108,-1.393279
"50467","Saint-Floxel","50",28,,,0,,
"50468","Saint-Fromond","50",28,400778.475,6909474.715,2,49.21491,-1.108142
"50469","Sainte-Geneviève","50",28,388503.69,6960153.49,1,49.663881,-1.314321
"50471","Saint-Georges-de-la-Rivière","50",28,356179.18846153846,6928468.643076923,13,49.36295,-1.734716
"50472","Saint-Georges-de-Livoye","50",28,389899.31666666665,6857170.026666666,3,48.740074,-1.218894
"50473","Saint-Georges-d'Elle","50",28,409407.10333333333,6900794.38,3,49.140945,-0.983872
"50474","Saint-Georges-de-Rouelley","50",28,421845.35791666666,6842493.921666667,6,48.622777,-0.775433
"50475","Saint-Georges-Montcocq","50",28,400512.7066666666,6900284.076666667,3,49.132269,-1.10523
"50476","Saint-Germain-d'Elle","50",28,414239.9525,6899071.9275,4,49.127651,-0.916556
"50478","Saint-Germain-de-Tournebut","50",28,381809.93,6947189.52,1,49.544243,-1.396854
"50479","Saint-Germain-de-Varreville","50",28,392092.59,6934620.5,1,49.436503,-1.245714
"50480","Saint-Germain-le-Gaillard","50",28,353432.83363636374,6942754.512727275,11,49.489633,-1.784349
"50481","Saint-Germain-sur-Ay","50",28,363645.2270000001,6914090.555,10,49.237901,-1.620566
"50482","Saint-Germain-sur-Sèves","50",28,,,0,,
"50483","Saint-Gilles","50",28,395187.5642857143,6897369.9,7,49.103594,-1.175979
"50484","Saint-Hilaire-du-Harcouët","50",28,397778.86483870953,6838555.916838712,155,48.576608,-1.098755
"50486","Saint-Jacques-de-Néhou","50",28,365098.7076923077,6934280.486153847,13,49.419843,-1.616843
"50487","Saint-James","50",28,380194.4237288135,6833301.689152541,59,48.520969,-1.332865
"50488","Saint-Jean-de-Daye","50",28,398804.83,6910807.13,1,49.225946,-1.136147
"50489","Saint-Jean-de-la-Haize","50",28,378873.682,6854934.381999999,5,48.714607,-1.366916
"50490","Saint-Jean-de-la-Rivière","50",28,355341.8749999999,6928835.789615384,26,49.365793,-1.746522
"50491","Saint-Jean-de-Savigny","50",28,407872.67,6906120.25,2,49.188068,-1.008576
"50492","Saint-Jean-d'Elle","50",28,410579.44142857136,6895888.47142857,14,49.097422,-0.964453
"50493","Saint-Jean-des-Champs","50",28,372307.97000000003,6867213.428571428,7,48.82157,-1.465446
"50495","Saint-Jean-du-Corail-des-Bois","50",28,391348.13,6860522.875,2,48.770881,-1.201645
"50496","Saint-Jean-le-Thomas","50",28,367929.666,6857230.248000001,5,48.72969,-1.517206
"50498","Saint-Joseph","50",28,371151.04,6945994.09,3,49.528097,-1.542873
"50499","Saint-Laurent-de-Cuves","50",28,397448.3590909091,6857915.072727272,11,48.750348,-1.116906
"50500","Saint-Laurent-de-Terregatte","50",28,386695.2614285714,6838535.764285715,7,48.571159,-1.248773
"50502","Saint-Lô","50",28,401791.99871775426,6898162.692078903,659,49.113817,-1.086222
"50504","Saint-Louet-sur-Vire","50",28,408680.74,6884588.05,1,48.995083,-0.982617
"50505","Saint-Loup","50",28,383477.34,6849874.93,3,48.67144,-1.300693
"50506","Saint-Malo-de-la-Lande","50",28,,,0,,
"50507","Saint-Marcouf","50",28,390890.1866666667,6940980.323333333,3,49.492998,-1.266996
"50509","Sainte-Marie-du-Mont","50",28,392725.4633333333,6929388.989999999,3,49.389854,-1.233141
"50510","Saint-Martin-d'Aubigny","50",28,,,0,,
"50511","Saint-Martin-d'Audouville","50",28,,,0,,
"50512","Saint-Martin-de-Bonfossé","50",28,396031.62333333335,6890558.829999999,3,49.042839,-1.159526
"50513","Saint-Martin-de-Cenilly","50",28,386703.53,6884255.05,1,48.981755,-1.282252
"50514","Chaulieu","50",28,416525.4795,6856489.8780000005,5,48.746205,-0.856798
"50517","Saint-Martin-de-Varreville","50",28,391220.85,6933232.67,2,49.423626,-1.256681
"50518","Saint-Martin-le-Bouillant","50",28,394006.1074999999,6861517.522500001,4,48.78108,-1.166243
"50519","Saint-Martin-le-Gréard","50",28,363596.32999999996,6949464.380000001,2,49.555282,-1.649819
"50521","Saint-Maur-des-Bois","50",28,394849.32,6865211.025,2,48.814652,-1.157429
"50522","Saint-Maurice-en-Cotentin","50",28,358618.03599999996,6931546.31,5,49.391874,-1.703732
"50523","Sainte-Mère-Église","50",28,387427.136060606,6932357.493636363,33,49.413922,-1.308218
"50525","Saint-Michel-de-Montjoie","50",28,403916.21763888886,6858653.204444444,9,48.759977,-1.029562
"50528","Saint-Nicolas-de-Pierrepont","50",28,367299.18,6924104.893333334,3,49.329684,-1.578452
"50529","Saint-Nicolas-des-Bois","50",28,391550.6,6859807.845,2,48.764556,-1.198377
"50531","Saint-Ovin","50",28,387529.735,6850839.2625,4,48.682073,-1.246442
"50532","Saint-Pair-sur-Mer","50",28,365107.55287499994,6865712.942999999,10,48.804398,-1.56217
"50533","Saint-Patrice-de-Claids","50",28,,,0,,
"50535","Le Parc","50",28,385174.931875,6858579.389999999,16,48.750445,-1.284083
"50536","Saint-Pierre-d'Arthéglise","50",28,359841.982,6934188.362000001,5,49.416234,-1.689067
"50537","Saint-Pierre-de-Coutances","50",28,374715.7,6890878.96,1,49.035268,-1.450864
"50538","Saint-Pierre-de-Semilly","50",28,407485.32499999995,6898867.49,2,49.122769,-1.008834
"50539","Saint-Pierre-Église","50",28,382156.8961111112,6960822.623888891,18,49.666738,-1.402562
"50540","Saint-Pierre-Langers","50",28,368478.52,6862655.52,1,48.778687,-1.51397
"50541","Saint-Planchers","50",28,370031.62333333335,6868730.923333333,3,48.834035,-1.497575
"50542","Saint-Pois","50",28,401056.7605000001,6857572.938000002,30,48.748956,-1.067653
"50543","Saint-Quentin-sur-le-Homme","50",28,382339.48999999993,6847102.486666667,6,48.645982,-1.314066
"50546","Bourgvallées","50",28,398202.56458333327,6890251.494583334,24,49.041103,-1.129653
"50548","Saint-Sauveur-de-Pierrepont","50",28,365546.85,6924835.385,2,49.335325,-1.603098
"50549","Saint-Sauveur-la-Pommeraye","50",28,375765.43,6868538.85,1,48.83522,-1.41944
"50550","Saint-Sauveur-Villages","50",28,377713.33350000007,6902080.072,5,49.137334,-1.4185
"50551","Saint-Sauveur-le-Vicomte","50",28,370569.62,6930003.0233333325,15,49.384309,-1.538205
"50552","Saint-Sébastien-de-Raids","50",28,380922,6909358.27,1,49.204274,-1.38013
"50553","Saint-Senier-de-Beuvron","50",28,382172.95,6839206.91,1,48.574984,-1.310476
"50554","Saint-Senier-sous-Avranches","50",28,380997.35555555555,6851457.501111111,9,48.684434,-1.335501
"50556","Sainte-Suzanne-sur-Vire","50",28,404145.07999999996,6893072.645,2,49.069202,-1.050461
"50562","Saint-Vaast-la-Hougue","50",28,391396.096,6951689.853,10,49.58935,-1.268009
"50563","Saint-Vigor-des-Monts","50",28,401753.61625,6874858.814,5,48.904532,-1.070301
"50564","Terre-et-Marais","50",28,384648.85333333333,6912887.453333333,3,49.237801,-1.331728
"50565","Sartilly-Baie-Bocage","50",28,372641.93333333335,6859317.252666668,15,48.750837,-1.454841
"50567","Saussemesnil","50",28,376247.83,6951746.09,1,49.58232,-1.477116
"50568","Saussey","50",28,,,0,,
"50569","Savigny","50",28,,,0,,
"50570","Savigny-le-Vieux","50",28,401683.983,6831989.334000001,10,48.519426,-1.041333
"50572","Sénoville","50",28,354317.23000000004,6936219.8325,4,49.431489,-1.76673
"50574","Servon","50",28,374738.0366666666,6842894.263333333,3,48.604409,-1.413896
"50575","Sideville","50",28,361019.625,6953302.315,4,49.588344,-1.688497
"50576","Siouville-Hague","50",28,350020.0089473684,6951515.7278947355,19,49.566358,-1.838748
"50577","Sortosville-en-Beaumont","50",28,357930.7182352941,6935035.491176471,17,49.422812,-1.716047
"50578","Sortosville","50",28,378765.37,6940445.305,2,49.482196,-1.433609
"50579","Sottevast","50",28,366628.9522580645,6945739.517096774,31,49.52346,-1.604998
"50580","Sotteville","50",28,356368.5,6947719.157499999,8,49.535762,-1.748036
"50582","Sourdeval","50",28,412681.7366741072,6853568.449464287,56,48.718262,-0.907044
"50584","Subligny","50",28,379343.244,6858331.096000001,5,48.745345,-1.363093
"50585","Surtainville","50",28,350931.57521739125,6939396.273043478,23,49.458141,-1.815969
"50588","Tamerville","50",28,377532.58999999997,6947275.53,2,49.542861,-1.455902
"50589","Tanis","50",28,371715.23,6840004.9,1,48.576934,-1.452621
"50590","Le Tanu","50",28,381289.98,6864764.9,1,48.804086,-1.341466
"50591","Le Teilleul","50",28,413591.49859375006,6834034.498437499,32,48.543172,-0.881646
"50592","Tessy-Bocage","50",28,403007.12124999997,6882269.0962499995,16,48.971661,-1.058418
"50593","Teurthéville-Bocage","50",28,380803.24333333335,6952759.863333333,3,49.59372,-1.415035
"50594","Teurthéville-Hague","50",28,357946.77499999997,6952808.626666666,6,49.582269,-1.730489
"50596","Théville","50",28,,,0,,
"50597","Tirepied-sur-Sée","50",28,385710.20848484844,6854849.8966666665,33,48.717211,-1.274069
"50598","Tocqueville","50",28,387384.72500000003,6961152.7025,4,49.672296,-1.330546
"50599","Tollevast","50",28,366586.945,6952136.523333334,6,49.58083,-1.610731
"50601","Torigny-les-Villes","50",28,408949.338,6888714.996000001,10,49.032267,-0.981794
"50602","oldTourlaville","50",,,,0,,
"50603","Tourville-sur-Sienne","50",28,367739.9,6892509.637500001,4,49.046335,-1.547389
"50604","Tréauville","50",28,351233.46875,6948169.4525,8,49.537008,-1.819192
"50606","Tribehou","50",28,389918.98,6909128.42,1,49.206632,-1.256697
"50607","La Trinité","50",28,388308.7525,6862699.6825,8,48.78897,-1.244532
"50609","Turqueville","50",28,389535.69999999995,6931196.455,2,49.404532,-1.278346
"50610","Urville","50",28,,,0,,
"50612","Vains","50",28,374341.75416666665,6850911.458333333,12,48.676211,-1.425353
"50613","Valcanville","50",28,388845.25333333336,6958113.346666667,3,49.645743,-1.30806
"50615","Valognes","50",28,376327.9286956522,6943375.563478261,69,49.507256,-1.469466
"50616","Le Val-Saint-Père","50",28,378661.27700000006,6849963.8295,20,48.669862,-1.366065
"50617","Varenguebec","50",28,372592.01,6924582.095,4,49.336702,-1.506149
"50618","Varouville","50",28,384065.75,6960823.82,1,49.667702,-1.376177
"50619","Le Vast","50",28,385112.11,6955673.83,1,49.622015,-1.35778
"50621","Vaudreville","50",28,383509.39,6944096.71,1,49.517338,-1.371055
"50624","La Vendelée","50",28,375942.69,6896909.47,1,49.090026,-1.438744
"50626","Ver","50",28,379631.8833333333,6875423.303333334,6,48.898971,-1.372037
"50628","Vernix","50",28,,,0,,
"50629","Vesly","50",28,374330.67,6913660.15,1,49.239567,-1.473763
"50633","Le Vicel","50",28,,,0,,
"50634","Videcosville","50",28,,,0,,
"50637","Villebaudon","50",28,395072.3214285714,6881374.79,7,48.959916,-1.166004
"50639","Villedieu-les-Poêles-Rouffigny","50",28,389849.7596078431,6868030.362745099,102,48.837586,-1.22747
"50641","Villiers-Fossard","50",28,403377.83,6903319.203333333,3,49.160853,-1.068168
"50643","Virandeville","50",28,358400.56,6951164.164,5,49.567761,-1.722869
"50647","Yquelon","50",28,366036.09333333327,6869866.036666666,3,48.842168,-1.552807
"50648","Yvetot-Bocage","50",28,373346.4700000001,6942051.235454545,11,49.49385,-1.509503
"51001","Ablancourt","51",44,,,0,,
"51002","Saint-Martin-d'Ablois","51",44,,,0,,
"51003","Aigny","51",44,,,0,,
"51004","Allemanche-Launay-et-Soyer","51",44,,,0,,
"51005","Allemant","51",44,,,0,,
"51006","Alliancelles","51",44,,,0,,
"51007","Ambonnay","51",44,,,0,,
"51008","Ambrières","51",44,,,0,,
"51009","Anglure","51",44,760189.9375,6832098.5,1,48.586297,3.816101
"51010","Angluzelles-et-Courcelles","51",44,,,0,,
"51012","Anthenay","51",44,,,0,,
"51013","Aougny","51",44,,,0,,
"51014","Arcis-le-Ponsart","51",44,750579.1725,6904291.2299999995,4,49.236302,3.694406
"51015","Argers","51",44,,,0,,
"51016","Arrigny","51",44,,,0,,
"51017","Arzillières-Neuville","51",44,,,0,,
"51018","Athis","51",44,,,0,,
"51019","Aubérive","51",44,,,0,,
"51020","Aubilly","51",44,,,0,,
"51022","Aulnay-l'Aître","51",44,,,0,,
"51023","Aulnay-sur-Marne","51",44,,,0,,
"51025","Auménancourt","51",44,776569.6640000001,6920497.159999999,5,49.379386,4.054167
"51027","Auve","51",44,,,0,,
"51028","Avenay-Val-d'Or","51",44,776540.71,6885956.76,1,49.068898,4.047461
"51029","Avize","51",44,,,0,,
"51030","Aÿ-Champagne","51",44,774324.3466666667,6883866.63,3,49.050367,4.016765
"51031","Baconnes","51",44,,,0,,
"51032","Bagneux","51",44,,,0,,
"51033","Le Baizil","51",44,,,0,,
"51034","Bannay","51",44,,,0,,
"51035","Bannes","51",44,,,0,,
"51036","Barbonne-Fayel","51",44,,,0,,
"51037","Baslieux-lès-Fismes","51",44,751930.13,6914368.61,1,49.326781,3.714204
"51038","Baslieux-sous-Châtillon","51",44,,,0,,
"51039","Bassu","51",44,,,0,,
"51040","Bassuet","51",44,,,0,,
"51041","Baudement","51",44,,,0,,
"51042","Baye","51",44,,,0,,
"51043","Bazancourt","51",44,785012.0042857142,6918603.238333334,42,49.361295,4.169994
"51044","Beaumont-sur-Vesle","51",44,786414.1033333332,6897792.323333333,3,49.174046,4.18499
"51045","Beaunay","51",44,,,0,,
"51046","Beine-Nauroy","51",44,788705.9550000001,6906213.275,2,49.249429,4.218194
"51047","Belval-en-Argonne","51",44,,,0,,
"51048","Belval-sous-Châtillon","51",44,,,0,,
"51049","Bergères-lès-Vertus","51",44,,,0,,
"51050","Bergères-sous-Montmirail","51",44,,,0,,
"51051","Berméricourt","51",44,,,0,,
"51052","Berru","51",44,783839.5633333335,6908574.406666666,3,49.271309,4.151847
"51053","Berzieux","51",44,,,0,,
"51054","Bétheniville","51",44,799491.2125,6911290.39,4,49.293477,4.367487
"51055","Bétheny","51",44,776451.1716666665,6909346.420833334,12,49.279175,4.050494
"51056","Bethon","51",44,,,0,,
"51057","Bettancourt-la-Longue","51",44,,,0,,
"51058","Bezannes","51",44,772712.3278260869,6902796.691304349,23,49.220735,3.997988
"51059","Bignicourt-sur-Marne","51",44,,,0,,
"51060","Bignicourt-sur-Saulx","51",44,,,0,,
"51061","Billy-le-Grand","51",44,,,0,,
"51062","Binarville","51",44,,,0,,
"51065","Blacy","51",44,,,0,,
"51066","Blaise-sous-Arzillières","51",44,,,0,,
"51068","Blesme","51",44,,,0,,
"51069","Bligny","51",44,762654.5866666666,6899901.856666666,3,49.195775,3.859523
"51070","Boissy-le-Repos","51",44,,,0,,
"51071","Bouchy-Saint-Genest","51",44,737267.28,6840597.5,1,48.664469,3.506048
"51072","Bouilly","51",44,764900.04,6900118.18,4,49.197496,3.890358
"51073","Bouleuse","51",44,761151,6902976.46,2,49.22356,3.839346
"51074","Boult-sur-Suippe","51",44,783094.0966666667,6919537.036666666,3,49.369941,4.143788
"51075","Bourgogne-Fresne","51",44,779193.795,6916606.794166668,12,49.3441,4.089551
"51076","Boursault","51",44,761510.13,6884721.325,2,49.059407,3.841605
"51077","Bouvancourt","51",44,,,0,,
"51078","Bouy","51",44,799162.6833333335,6887795.836666666,3,49.082335,4.357422
"51079","Bouzy","51",44,784364.0673333332,6886962.848666668,15,49.076962,4.154711
"51080","Brandonvillers","51",44,,,0,,
"51081","Branscourt","51",44,759362.03,6908607.08,1,49.274344,3.815591
"51082","Braux-Sainte-Cohière","51",44,,,0,,
"51083","Braux-Saint-Remy","51",44,,,0,,
"51084","Bréban","51",44,,,0,,
"51085","Le Breuil","51",44,746816.54,6876704.55,1,48.988564,3.639683
"51086","Breuil-sur-Vesle","51",44,,,0,,
"51087","Breuvery-sur-Coole","51",44,,,0,,
"51088","Brimont","51",44,774541.9916666667,6916156.953333333,6,49.340617,4.025479
"51089","Brouillet","51",44,,,0,,
"51090","Broussy-le-Grand","51",44,,,0,,
"51091","Broussy-le-Petit","51",44,,,0,,
"51092","Broyes","51",44,,,0,,
"51093","Brugny-Vaudancourt","51",44,,,0,,
"51094","Brusson","51",44,,,0,,
"51095","Le Buisson","51",44,,,0,,
"51097","Bussy-le-Château","51",44,,,0,,
"51098","Bussy-le-Repos","51",44,,,0,,
"51099","Bussy-Lettrée","51",44,,,0,,
"51100","La Caure","51",44,,,0,,
"51101","Caurel","51",44,783816.1499999999,6912208,6,49.303973,4.152254
"51102","Cauroy-lès-Hermonville","51",44,767044.4016666667,6917044.181666668,6,49.349422,3.922486
"51103","La Celle-sous-Chantemerle","51",44,749993.2533333334,6834984.363333333,3,48.613122,3.67819
"51104","Cernay-en-Dormois","51",44,828669.01,6904477.04,1,49.227034,4.766317
"51105","Cernay-lès-Reims","51",44,780154.3825,6907686.68375,8,49.263802,4.101054
"51106","Cernon","51",44,,,0,,
"51107","Chaintrix-Bierges","51",44,,,0,,
"51108","Châlons-en-Champagne","51",44,799813.4844175504,6873889.318370726,5039,48.957207,4.363043
"51109","Châlons-sur-Vesle","51",44,,,0,,
"51110","Chaltrait","51",44,,,0,,
"51111","Chambrecy","51",44,,,0,,
"51112","Chamery","51",44,769749.97,6897244.13,1,49.171149,3.95641
"51113","Champaubert","51",44,,,0,,
"51115","Champfleury","51",44,774075.2233333333,6900188.058333333,6,49.197128,4.016231
"51116","Champguyon","51",44,,,0,,
"51117","Champigneul-Champagne","51",44,,,0,,
"51118","Champigny","51",44,770600.756,6908273.775999999,5,49.270206,3.969932
"51119","Champillon","51",44,,,0,,
"51120","Champlat-et-Boujacourt","51",44,,,0,,
"51121","Champvoisy","51",44,746596.03,6892381.96,2,49.129539,3.638402
"51122","Changy","51",44,,,0,,
"51124","Chantemerle","51",44,,,0,,
"51125","Chapelaine","51",44,,,0,,
"51126","La Chapelle-Felcourt","51",44,,,0,,
"51127","La Chapelle-Lasson","51",44,,,0,,
"51128","La Chapelle-sous-Orbais","51",44,,,0,,
"51129","Charleville","51",44,749463.01,6855638.3,1,48.798926,3.673387
"51130","Charmont","51",44,,,0,,
"51132","Les Charmontois","51",44,,,0,,
"51133","Le Châtelier","51",44,,,0,,
"51134","Châtelraould-Saint-Louvent","51",44,,,0,,
"51135","Châtillon-sur-Broué","51",44,,,0,,
"51136","Châtillon-sur-Marne","51",44,755730.7849999999,6889139.82,2,49.099661,3.763119
"51137","Châtillon-sur-Morin","51",44,,,0,,
"51138","Châtrices","51",44,,,0,,
"51139","Chaudefontaine","51",44,,,0,,
"51140","Chaumuzy","51",44,,,0,,
"51141","La Chaussée-sur-Marne","51",44,811851.345,6860400.22,2,48.833943,4.523838
"51142","Chavot-Courcourt","51",44,,,0,,
"51143","Le Chemin","51",44,844169.58,6879982.8,1,49.00357,4.970629
"51144","Cheminon","51",44,,,0,,
"51145","Chenay","51",44,767652.495,6911307.43,2,49.297794,3.929923
"51146","Cheniers","51",44,,,0,,
"51147","La Cheppe","51",44,,,0,,
"51148","Cheppes-la-Prairie","51",44,,,0,,
"51149","Chepy","51",44,,,0,,
"51150","Cherville","51",44,,,0,,
"51151","Chichey","51",44,,,0,,
"51152","Chigny-les-Roses","51",44,,,0,,
"51153","Chouilly","51",44,774062.1133333333,6881164.323333334,3,49.026101,4.012704
"51154","Clamanges","51",44,,,0,,
"51155","Clesles","51",44,,,0,,
"51156","Cloyes-sur-Marne","51",44,,,0,,
"51157","Coizard-Joches","51",44,,,0,,
"51158","Val-des-Marais","51",44,,,0,,
"51160","Compertrix","51",44,,,0,,
"51161","Condé-sur-Marne","51",44,786238.59,6883237.11,1,49.043217,4.179602
"51162","Conflans-sur-Seine","51",44,749608.4,6828405.26,1,48.553973,3.67221
"51163","Congy","51",44,,,0,,
"51164","Connantray-Vaurefroy","51",44,778277.46,6850060.85,1,48.745914,4.064603
"51165","Connantre","51",44,,,0,,
"51166","Contault","51",44,,,0,,
"51167","Coole","51",44,,,0,,
"51168","Coolus","51",44,,,0,,
"51169","Corbeil","51",44,,,0,,
"51170","Corfélix","51",44,,,0,,
"51171","Cormicy","51",44,765076.5764705881,6919510.4929411765,17,49.371794,3.895798
"51172","Cormontreuil","51",44,776303.44,6902986.292,10,49.222021,4.047305
"51173","Cormoyeux","51",44,,,0,,
"51174","Corribert","51",44,,,0,,
"51175","Corrobert","51",44,,,0,,
"51176","Corroy","51",44,,,0,,
"51177","Coulommes-la-Montagne","51",44,,,0,,
"51178","Coupetz","51",44,,,0,,
"51179","Coupéville","51",44,,,0,,
"51181","Courcelles-Sapicourt","51",44,761508.914,6907239.554,5,49.261848,3.844884
"51182","Courcemain","51",44,,,0,,
"51183","Courcy","51",44,773464.5416666666,6914830.518333334,6,49.328819,4.010424
"51184","Courdemanges","51",44,,,0,,
"51185","Courgivaux","51",44,735812.78,6845843.1,1,48.711732,3.486737
"51186","Courjeonnet","51",44,,,0,,
"51187","Courlandon","51",44,,,0,,
"51188","Courmas","51",44,,,0,,
"51190","Courtagnon","51",44,769193.5,6894338.63,1,49.145089,3.948302
"51191","Courtémont","51",44,,,0,,
"51192","Courthiézy","51",44,743829.2,6883636.84,1,49.051107,3.599586
"51193","Courtisols","51",44,,,0,,
"51194","Courville","51",44,750799.21,6908117.896666666,3,49.270684,3.697891
"51195","Couvrot","51",44,,,0,,
"51196","Cramant","51",44,,,0,,
"51197","La Croix-en-Champagne","51",44,,,0,,
"51198","Crugny","51",44,753822.3775,6906325.983333333,12,49.254329,3.739192
"51199","Cuchery","51",44,760399.9866666667,6892632.746666667,3,49.130642,3.827551
"51200","Cuis","51",44,,,0,,
"51201","Cuisles","51",44,756582.515,6892258.905,2,49.127629,3.7752
"51202","Cumières","51",44,767480.8633333333,6886127.933333334,3,49.071454,3.923516
"51203","Cuperly","51",44,,,0,,
"51204","Damery","51",44,764269.6588888889,6886244.034444445,9,49.072827,3.87959
"51205","Dampierre-au-Temple","51",44,801742.4,6883522.93,1,49.043517,4.391697
"51206","Dampierre-le-Château","51",44,,,0,,
"51208","Dampierre-sur-Moivre","51",44,,,0,,
"51210","Dizy","51",44,770732.4942857145,6885732.377619047,21,49.067547,3.967946
"51211","Dommartin-Dampierre","51",44,,,0,,
"51212","Dommartin-Lettrée","51",44,,,0,,
"51213","Dommartin-sous-Hans","51",44,,,0,,
"51214","Dommartin-Varimont","51",44,830516.2399999999,6877062.489999999,3,48.980236,4.783169
"51215","Dompremy","51",44,,,0,,
"51216","Dontrien","51",44,,,0,,
"51217","Dormans","51",44,747271.3799999999,6885903.4712499995,8,49.071242,3.646927
"51218","Val-de-Vière","51",44,,,0,,
"51219","Drosnay","51",44,,,0,,
"51220","Drouilly","51",44,,,0,,
"51222","Éclaires","51",44,,,0,,
"51223","Écollemont","51",44,,,0,,
"51224","Écriennes","51",44,,,0,,
"51225","Écueil","51",44,769502,6899067.419999999,3,49.187567,3.953312
"51226","Écury-le-Repos","51",44,,,0,,
"51227","Écury-sur-Coole","51",44,,,0,,
"51228","Élise-Daucourt","51",44,,,0,,
"51229","Épense","51",44,,,0,,
"51230","Épernay","51",44,769699.908669276,6882776.026086108,511,49.04108,3.953329
"51231","L'Épine","51",44,,,0,,
"51232","Époye","51",44,790235.6233333334,6910684.196666666,3,49.289402,4.240162
"51233","Escardes","51",44,,,0,,
"51234","Esclavolles-Lurey","51",44,,,0,,
"51235","Les Essarts-lès-Sézanne","51",44,,,0,,
"51236","Les Essarts-le-Vicomte","51",44,,,0,,
"51237","Esternay","51",44,,,0,,
"51238","Étoges","51",44,,,0,,
"51239","Étréchy","51",44,,,0,,
"51240","Étrepy","51",44,,,0,,
"51241","Euvy","51",44,,,0,,
"51242","Fagnières","51",44,796203.85,6874798.85,1,48.965935,4.313966
"51243","Faux-Fresnay","51",44,769107.71,6838613.71,1,48.644007,3.938054
"51244","Faux-Vésigneul","51",44,,,0,,
"51245","Faverolles-et-Coëmy","51",44,,,0,,
"51246","Favresse","51",44,,,0,,
"51247","Fèrebrianges","51",44,,,0,,
"51248","Fère-Champenoise","51",44,,,0,,
"51249","Festigny","51",44,755084.0225,6882334.9425,4,49.038534,3.753374
"51250","Fismes","51",44,749554.6266666667,6912180.736666668,21,49.307303,3.681275
"51251","Flavigny","51",44,,,0,,
"51252","Fleury-la-Rivière","51",44,764339.09,6889449.43,2,49.101639,3.88103
"51253","Florent-en-Argonne","51",44,842626.04,6894466.695,2,49.134106,4.954438
"51254","Fontaine-Denis-Nuisy","51",44,,,0,,
"51255","Fontaine-en-Dormois","51",44,825098.96,6905517.12,1,49.23709,4.717635
"51256","Fontaine-sur-Ay","51",44,,,0,,
"51258","La Forestière","51",44,,,0,,
"51259","Francheville","51",44,,,0,,
"51260","Le Fresne","51",44,,,0,,
"51262","Frignicourt","51",44,,,0,,
"51263","Fromentières","51",44,,,0,,
"51264","Le Gault-Soigny","51",44,,,0,,
"51265","Gaye","51",44,,,0,,
"51266","Germaine","51",44,,,0,,
"51267","Germigny","51",44,763206.9299999999,6905434.9399999995,2,49.245461,3.867934
"51268","Germinon","51",44,,,0,,
"51269","Giffaumont-Champaubert","51",44,,,0,,
"51270","Gigny-Bussy","51",44,,,0,,
"51272","Givry-en-Argonne","51",44,838624.24,6873385.05,1,48.945479,4.892699
"51273","Givry-lès-Loisy","51",44,,,0,,
"51274","Gizaucourt","51",44,830318.02,6885011.81,1,49.051737,4.782914
"51275","Glannes","51",44,,,0,,
"51276","Gourgançon","51",44,,,0,,
"51277","Sainte-Marie-du-Lac-Nuisement","51",44,,,0,,
"51278","Les Grandes-Loges","51",44,794256.09,6885951.13,1,49.06649,4.289856
"51279","Granges-sur-Aube","51",44,,,0,,
"51281","Grauves","51",44,,,0,,
"51282","Gueux","51",44,765817.4899999999,6905807.43,3,49.248546,3.903837
"51283","Hans","51",44,,,0,,
"51284","Haussignémont","51",44,,,0,,
"51285","Haussimont","51",44,,,0,,
"51286","Hauteville","51",44,,,0,,
"51287","Hautvillers","51",44,,,0,,
"51288","Heiltz-le-Hutier","51",44,,,0,,
"51289","Heiltz-le-Maurupt","51",44,,,0,,
"51290","Heiltz-l'Évêque","51",44,,,0,,
